Symbol, Company Name, Market Cap, Overall Rating, Sector, Industry, Valuation Grade, Profitability Grade, Growth Grade, Performance Grade, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, Net Margin, Operating Margin, Gross Margin, ROE, ROA, EPS This Y, EPS Next Y, EPS Next 5 Years, Sales Q/Q, EPS Q/Q, Perf Month, Perf Quarter, Perf Half Y, Perf YTD, Perf Year, SMA20, SMA50, SMA200, Dividend Yield, Inst Trans, Inst Own, Insider Own, Insider Trans, Target Price, Prev Close, Price Projection, RSI, Short Float, 52W High, 52W Low, Current Ratio, Earnings Date
DIS, The Walt Disney Company, 191.35B,56, Services, Entertainment - Diversified, B-, B, C+, F,16.88,2.86,2.55,1.95,0,13.8,18.3,38.7,11.6,5.1,-13.6,27.45,5.71,36.3,-36.1,-18.64,-34.57,-24.91,-32.95,-13.82,-4.4,-21.8,-30.3,1.8,0.07,66.5,0.1,-4.3,145.3,96.9,49.94840041,41,1.6,-38.87,18.6,0.8, May 05 AMC
DISCA, Discovery Inc., 9.99B,71, Services, CATV Systems, A+, B+, A-, F,4.61,0.36,0.9,1,3.21,13.7,26.7,66.3,16.2,4.6,236.6,16.26,17.85,2.3,78.1,-29.54,-42.02,-29.32,-42.94,-32.97,-13,-28.8,-36.3,0,1.35,0,2.8,-32.44,30.6,18.6,64.51612903,33.9,7.73,-45.43,7.27,1.6, Feb 27 BMO
DISH, DISH Network Corporation, 10.55B,50, Services, CATV Systems, B+, B-, C-, F,10.55,0,0.82,0.82,5.07,10.9,14.7,29.8,14,4.3,-12.8,-19.37,-14.68,-2,9.9,-44.02,-46.94,-42.19,-46.55,-42.19,-11,-38.4,-44.5,0,1,85.3,3.2,-0.16,42.4,18.9,124.3386243,36.2,6.07,-57.28,11.18,0.9, Feb 19 BMO
DLPH, Delphi Technologies PLC, 658.84M,40, Consumer Goods, Auto Parts, B-, C, D+, F,3.04,10.09,0.15,1.91,0,0.4,3.2,14.5,4.9,0.4,-95.2,20.35,3.79,-9.8,-131,-49.68,-46.73,-42.95,-45.44,-68.38,-31.5,-47.2,-52.9,0,-2.24,97.98,0.1,0,26,7,271.4285714,32.5,7.12,-75.62,21.34,1.3, Feb 13 BMO
DLR, Digital Realty Trust Inc., 35.34B,75, Financial, REIT - Office, D+, B, A, B,85.56,3.45,11.01,3.34,61.58,15.4,19.4,62.8,5.8,2.1,94.6,30.85,16.66,1.2,895,0.02,14.42,5.76,12.75,10.97,4.7,5.5,9.9,3.3,5.71,90.6,0.3,-22.37,136.3,135,0.962962963,54.4,10.13,-5.09,29.81,0, Feb 13 AMC
DLTR, Dollar Tree Inc., 16.92B,64, Services, Discount Variety Stores, A-, C+, B+, F,12.7,2.08,0.72,2.66,9.06,3.5,5.3,29.8,13.8,4.2,151.9,10.08,9.75,1.8,105.3,-10.71,-24.87,-37.68,-25.08,-32.71,-7.5,-15.2,-28.7,0,-0.03,96.3,1,-2.84,92.2,70.4,30.96590909,41.6,2.22,-41.29,16.74,1.2, Mar 04 BMO
DO, Diamond Offshore Drilling Inc., 276.65M,35, Basic Materials, Oil & Gas Drilling &amp; Exploration, C+, D-, C+, F,0,0,0.28,0.08,0,-36.4,-28.8,14.5,-10.6,-6,-70.7,4,-10.1,18.9,25,-34.32,-75.78,-65.37,-75.24,-83.99,-23.1,-47.2,-70.7,0,2,0,0.3,-0.85,3.3,1.7,94.11764706,38.1,22.71,-86.55,39.34,1.6, May 11 BMO
DOV, Dover Corporation, 12.09B,66, Industrial Goods, Diversified Machinery, B+, B, B, F,12.49,2.03,1.69,3.85,25.38,9.5,13.3,36.9,22.9,7.8,19.5,7.53,8.6,-1.8,9.5,-27.19,-31.03,-14.34,-30.07,-16.05,-6.2,-24.1,-24.6,2.4,-1.35,88.3,0.5,-4.95,115.9,80.6,43.79652605,40.1,1.92,-35.72,22.8,1.5, Apr 30 BMO
DRE, Duke Realty Corporation, 11.04B,59, Financial, REIT - Industrial, D+, A-, B-, D+,51.69,4.26,11.34,2.2,93.81,43.9,53.5,66.2,8.9,5.2,11.5,9.42,6,-14.9,34,-16.05,-12.63,-11.1,-13.38,-2.72,-1.2,-12.7,-12.5,3.1,1.16,98.2,0.2,-4.28,37.4,30,24.66666667,45.3,1.88,-23.93,17.41,0, Apr 29 AMC
DRI, Darden Restaurants Inc., 5.97B,45, Services, Restaurants, B-, C-, C+, F,14.84,0,0.68,2.38,0,0,0,21.7,0,0,37.7,16.41,-3.88,4.2,-77.7,-53.39,-60.53,-61.76,-59.35,-62.59,-18.7,-49.8,-58.9,0,0.67,95.1,0.26,-0.11,72,44.3,62.5282167,34.7,4.48,-64.58,73.92,0.3, Mar 19 BMO
DTE, DTE Energy Company, 17.25B,56, Utilities, Electric Utilities, A-, C+, C+, F,12.62,2.36,1.36,1.46,10.24,9.2,13.5,0,10.8,3,0.2,6.56,6,-16.1,32.5,-25.26,-30.71,-32.05,-31.34,-27.78,-6.3,-24.2,-30.4,4.5,4.54,75.6,0.2,-2.96,130.9,89.1,46.91358025,40.1,2.27,-35.87,22.17,0.8, May 06 BMO
DUK, Duke Energy Corporation, 58.94B,66, Utilities, Electric Utilities, C+, B, B+, D+,14.53,3.78,2.35,1.3,0,14.8,22.8,70.3,8.3,2.4,35.2,4.69,4.12,-0.2,39,-21.9,-12.12,-16.18,-12.96,-10.65,-6.4,-16.8,-16.8,4.7,6.74,65.5,0.1,-5.71,101.6,79.3,28.12105927,42.7,5.21,-26.83,22.23,0.6, Feb 13 BMO
DVA, DaVita Inc., 8.91B,85, Healthcare, Specialized Health Services, A, B-, A-, C+,10.56,0.8,0.78,4.26,5.15,7.1,14.1,30.5,26.2,4.2,28.3,9.33,18.54,2.7,93.4,-14.99,-6.58,26.44,-6.3,27.19,-10.2,-16.7,-2.2,0,-7.04,96.4,0.3,-9.55,85.9,70.3,22.19061166,38.2,5.39,-27.28,51.06,1.6, May 11 AMC
DVN, Devon Energy Corporation, 3.49B,39, Basic Materials, Independent Oil & Gas, B-, C, D, F,0,0,0.56,0.51,1.84,-5.8,2.3,80.8,-5.3,-2.3,-118.7,62.1,0,-58.4,-103.8,-52.09,-69.79,-64.64,-70,-74.63,12.1,-45.9,-61.9,5.65,-6.65,85.1,0.4,0.96,16.5,7.7,114.2857143,41.4,4.27,-76.32,78.3,2, Feb 18 AMC
EA, Electronic Arts Inc., 30.82B,83, Technology, Multimedia & Graphics Software, B+, A, B-, C+,20.71,1.18,5.72,4.13,17.48,52.5,23,74.5,43.2,28,-18.7,5.71,9.15,23.6,36.6,-8.53,-4.7,8.53,-4.86,2.14,6.7,-0.9,3.4,0,-2.05,95.1,0.2,-28.98,119.3,102.2,16.73189824,54,2.45,-9.94,19.96,2.8, Apr 30 AMC
EBAY, eBay Inc., 23.22B,72, Services, Specialty Retail Other, A-, B+, B, D-,8.66,1.31,2.15,8.2,11.13,16.5,21.5,76.8,46.2,8.9,0.5,11.84,10.61,-1.9,116.8,-24.16,-19.59,-23.53,-19.16,-23.16,-6,-14.5,-20.7,2.1,1.56,94.7,4.3,-0.57,38.7,29.1,32.98969072,41,6.22,-30,12.99,1.2, Apr 28 AMC
ECL, Ecolab Inc., 45.18B,59, Basic Materials, Specialty Chemicals, B-, B, C+, F,23.14,2.63,3.03,5.05,42.41,10.5,13.4,41.5,18.5,7.5,1.8,11.5,10.89,1.7,-7,-25.54,-20.01,-20.68,-21.16,-16.14,-9.7,-20.6,-23.4,1.2,0.13,88.4,0.5,-18.59,181.8,152.1,19.52662722,40.4,1.29,-30.36,18.07,1.3, Feb 18 BMO
ED, Consolidated Edison Inc., 25.68B,62, Utilities, Electric Utilities, B, B, C-, D+,17.23,8.02,2.04,1.45,11.67,10.7,21.3,80.7,7.6,2.4,-10.4,3.83,2.41,0.1,-15.5,-10.32,-11.17,-14.83,-12.76,-6.53,-3.7,-10.4,-12,3.8,0.11,63.2,0.2,0.26,86.6,78.9,9.759188847,45.8,2.06,-18.05,25.63,0.7, Feb 20 AMC
EFX, Equifax Inc., 13.49B,43, Financial, Credit Services, C+, D+, C, F,17.23,0,3.84,5.14,0,-11.4,-9.6,56.6,-15.6,-5.3,-233.6,12.24,6.18,8.4,-64.1,-32.89,-23.23,-18.68,-21.99,-10.65,-15.5,-25.8,-24.5,1.4,-0.41,95.9,0.4,-5.35,163.6,109.3,49.67978042,34,2.69,-35.45,3.25,0.9, Feb 12 AMC
EIX, Edison International, 19.49B,58, Utilities, Electric Utilities, B-, B, B, F,11.09,4.24,1.58,1.4,0,10.4,14.4,60.8,10.8,2.1,368.6,3.13,3.2,-1.3,108.8,-26.55,-30.72,-30.81,-31.67,-18.79,-8.1,-25.9,-29.6,4.9,4.4,94.2,0.06,0,76.2,51.5,47.96116505,37.6,1.57,-37.37,13.29,0.6, Feb 27 AMC
EL, The Estee Lauder Companies Inc., 57.75B,60, Consumer Goods, Personal Products, C, B+, B+, F,25,3.29,3.64,11.75,51.84,11.8,12.2,77.3,41.2,12.5,18.3,16.76,8.95,15.5,-3,-22.85,-27.66,-22.3,-27.76,-9.17,-5.2,-17,-19.6,1.2,-0.71,92.1,0.3,-18.5,187.9,149.2,25.9383378,42.6,2.13,-30.02,12.57,1.7, May 07 BMO
EMN, Eastman Chemical Company, 6.36B,59, Basic Materials, Chemicals - Major Diversified, A, B-, C+, F,6.01,1.15,0.69,1.04,8.65,8.2,12.1,24.1,12.8,4.7,-26.1,12.91,7.21,-7.2,166.1,-27.87,-42.32,-35.26,-42.75,-43.91,-0.3,-25.1,-36.5,5.82,1.24,85.6,0.4,-0.18,67.5,45.3,49.00662252,39.7,1.28,-47.75,30.75,1.9, Apr 30 AMC
EMR, Emerson Electric Co., 31.27B,61, Industrial Goods, Industrial Electrical Equipment, B+, B+, B-, F,12.72,2.72,1.7,3.46,23.25,11.8,15.6,42.6,25.5,10.3,17.2,9.68,5.01,0.1,-8.7,-28.41,-38.4,-24.83,-37.41,-32.56,-3.9,-26,-31.3,4.1,2.07,75,0.5,-1.77,69.8,47.7,46.3312369,41.1,1.56,-41.64,21.17,1.1, May 05 BMO
EOG, EOG Resources Inc., 24.48B,48, Basic Materials, Independent Oil & Gas, B, B, D+, F,28.22,0,1.42,1.02,3.35,15.8,21.4,53.7,13.1,7.5,-18.8,8.82,-4.74,-6.5,-28.6,-40.23,-54.48,-45.13,-54.27,-59.22,8.7,-31.1,-45.7,3.9,1.11,89.5,0.3,-0.04,65.3,38.3,70.49608355,43.3,1.97,-63.03,47.74,1.2, Feb 27 AMC
EQIX, Equinix Inc. (REIT), 53.41B,74, Financial, REIT - Diversified, D+, B-, A, B+,66.53,4.68,9.6,6.04,0,9.1,20.1,49.3,5.8,2.2,33.9,19.43,22.3,8.2,13.5,-3,8.08,11.51,7.27,35.53,7.8,3.8,10.9,1.7,0.25,97.9,0.2,-24.89,665.1,626.1,6.229036895,55.2,1.5,-4.87,41.82,1.3, Feb 12 AMC
EQR, Equity Residential, 20.25B,60, Financial, REIT - Residential, C, A-, B+, F,35.64,3.45,7.5,1.97,32.62,35.8,50.2,66.4,9.5,4.6,46.7,7.51,6.1,4.8,146.5,-32.65,-31.59,-36.62,-32.56,-27.62,-14.5,-27.8,-32.9,4.4,-2.15,95,0.1,-44.26,80.6,54.5,47.88990826,35.2,1.26,-39.34,9.47,0, Apr 28 AMC
ES, Eversource Energy, 25.45B,62, Utilities, Diversified Utilities, C+, B-, C+, C,20.37,4.93,2.99,2.04,0,10.7,18.7,0,7.5,2.3,-13.8,6.57,5.73,1.2,2.9,-19.54,-4.73,-6.08,-6.79,12.45,-7.2,-14.6,-9.6,2.8,2.19,85.7,0.3,-4.63,91.6,79.2,15.65656566,43.9,2.76,-24.52,23.65,0.7, Feb 20 BMO
ESS, Essex Property Trust Inc., 12.85B,58, Financial, REIT - Residential, C, B+, B, F,31.2,3.7,8.8,2.07,37.69,30.1,33.2,72.8,7.1,3.4,12.8,10.39,7.9,6.3,9.1,-35.79,-34.8,-40.33,-35.36,-32.96,-17.5,-31.9,-37.4,4.2,-0.94,99.4,0.1,-45.13,309.5,194.4,59.20781893,33.4,1.86,-43.09,8.17,0, Apr 29 AMC
ETFC, E*TRADE Financial Corporation, 7.97B,58, Financial, Investment Brokerage - National, B+, A-, D+, F,10.35,0,2.54,1.31,3.11,29.1,41.9,87.5,15.2,1.5,-1,-0.87,-4.26,-6.6,-28.3,-25.53,-25.69,-2.7,-24.51,-28.69,1.7,-16,-20.4,1.6,-0.68,96.3,0.4,-3.59,44,34.2,28.65497076,47,4.45,-40.24,32.92,0, Apr 23 AMC
ETN, Eaton Corporation plc, 31.78B,62, Industrial Goods, Diversified Machinery, A-, B-, C, D-,12.13,2.11,1.49,1.89,19.11,10.3,13.2,33,13.7,6.9,7,10.96,6.65,-4,-25.5,-25,-23.24,-5.36,-22.31,-11.2,-6.6,-20.8,-17.9,3.9,-0.06,83.2,0.2,-18.54,101.5,73.5,38.0952381,41.8,1.58,-32.7,26.2,1.7, May 05 BMO
ETR, Entergy Corporation, 17.50B,64, Utilities, Electric Utilities, B+, B, B, F,14.78,0,1.61,1.72,8.85,11.4,12.8,87.2,12.7,2.5,36.1,7.32,-1.5,-2,619.8,-31.29,-25.21,-24.26,-26.38,-6.22,-13.5,-28.3,-27.1,4.2,0.06,88.7,0.3,-36.34,130.4,88.2,47.84580499,36.9,1.49,-38.52,10.82,0.5, Feb 19 BMO
EW, Edwards Lifesciences Corporation, 38.58B,71, Healthcare, Medical Appliances & Equipment, C, A-, A-, D,26.57,3.18,8.87,9.31,41.7,24.1,26.4,74.4,28.1,17.8,43.2,12.54,11.77,20.1,433,-14.96,-20.49,-14.17,-20.76,-3.07,2,-9.7,-13.6,0,0.64,86.9,0.1,-58.55,261.1,184.8,41.28787879,48,1.13,-23.68,22.32,3.3, Apr 30 AMC
EXC, Exelon Corporation, 34.81B,56, Utilities, Diversified Utilities, B-, B-, B-, F,11.59,0,1.01,1.05,0,8.5,12.7,55,9.2,2.4,45.7,-4.47,-2.3,-5.3,420.9,-25.93,-23.66,-27.17,-23.93,-30.56,-8.7,-23.9,-28.1,4.4,0.37,81.7,0.2,0,52.8,34.6,52.60115607,39.8,1.27,-36.03,11.82,0.8, Feb 11 BMO
EXPD, Expeditors International of Washington Inc., 11.39B,64, Services, Air Delivery & Freight Services, B, B, C-, C-,18.06,3.58,1.39,5.25,17.81,7.2,9.4,32.2,27.5,16.1,-5.4,11.98,5.58,-8.5,-28.8,-7.43,-13.59,-4.59,-13.23,-12.96,5.1,-3.3,-8.2,1.4,-3.4,97.2,0.2,-38.81,74.5,67.7,10.04431315,52.2,3.7,-17.76,27.76,2.4, Feb 18 BMO
EXPE, Expedia Group Inc., 7.19B,67, Services, Lodging, A-, B-, A-, F,7.07,1.76,0.6,1.74,5.09,4.7,7.5,82.1,13.6,2.6,42,101.31,7.26,7.3,360.9,-50.73,-56.88,-63.93,-55.74,-60.79,-21.4,-45.9,-57.7,2.8,-0.63,0,0.4,2.85,107.3,47.8,124.4769874,30.4,7.08,-66.17,19.53,0.7, Feb 13 AMC
EXR, Extra Space Storage Inc., 12.41B,67, Financial, REIT - Industrial, C, A-, B, D+,28.59,4.93,9.48,4.89,51.32,32,48.5,72.1,17,5,3.9,4.22,6,9.2,13.8,-12.6,-8.37,-16.7,-9.15,-6.1,3.9,-6.3,-12.1,3.7,1.11,0,0.9,-23.39,106.2,95.9,10.74035454,50.9,4.52,-22.78,32.19,0, Feb 18 AMC
F, Ford Motor Company, 17.60B,43, Consumer Goods, Auto Manufacturers - Major, B+, D+, C-, F,4.93,144.85,0.11,0.52,2.31,0,0.3,7.5,0.1,0,-96,104.39,0.97,-5,-561.2,-38.42,-53.72,-49.36,-53.12,-52.25,-17.2,-38.5,-51.2,13.76,-0.3,56,0.1,-2.18,7,4.3,62.79069767,30.4,3.77,-59.94,6.82,1.2, May 05 AMC
FANG, Diamondback Energy Inc., 5.00B,57, Basic Materials, Independent Oil & Gas, A, B-, C+, F,5.31,1.18,1.26,0.35,1.91,6.1,16.1,76.9,1.7,1,-81.8,13.92,17.2,74.7,-221,-52.43,-68.65,-65.05,-68.72,-70.94,25.5,-40.9,-61.7,5.16,0.74,0,0.2,6.79,74.8,29,157.9310345,45.1,4.96,-72.33,117.04,0.7, Feb 18 AMC
FAST, Fastenal Company, 18.33B,72, Services, Industrial Equipment Wholesale, B-, A-, B+, D+,20.35,1.17,3.44,6.58,187.57,14.8,19.8,47.2,31.2,21.1,6.6,8.58,19,3.7,14.7,-13.75,-17.67,-1,-17.05,-6.87,-4,-12.1,-10.2,3.2,-2.3,85.5,0.1,-30.86,35.7,30.6,16.66666667,43.4,4.66,-22.53,13.98,4.5, Apr 14 BMO
FB, Facebook Inc., 469.75B,74, Technology, Internet Information Providers, B+, A-, B-, D,15.05,1.32,6.64,4.46,22.15,26.1,33.9,81.9,20,15.3,-15.1,20.74,19.7,24.6,-7.1,-17.51,-24.59,-9.4,-22.93,-8.85,-3.8,-18.1,-20,0,0.76,79,0.66,-15.33,236.3,158.1,49.46236559,41.1,1.26,-31.25,12.42,4.4, Apr 29 AMC
FBHS, Fortune Brands Home & Security Inc., 5.50B,66, Consumer Goods, Home Furnishings & Fixtures, A-, B-, B, F,9.08,1.82,0.95,2.21,14.38,7.5,12.1,35.7,18.5,6.9,13.3,8.53,6.9,3.5,19.6,-42.75,-41.56,-29.35,-41.14,-20.22,-20.6,-40.2,-39.4,2.5,1.01,89.7,0.6,-30.09,61.5,38.4,60.15625,29.9,2.85,-51.69,4.42,1.3, Apr 29 AMC
FCX, Freeport-McMoRan Inc., 10.45B,47, Basic Materials, Copper, B+, C-, C, F,5.49,0,0.73,1,8.92,-1.7,7.4,9,-2.6,-0.6,-109.8,768.66,0,6.2,-96.9,-38.85,-51.59,-27.96,-51.3,-51.44,-8,-34.2,-40.2,3.1,2.41,75.5,0.3,8.39,14.5,6.3,130.1587302,38.8,2.43,-56.97,31.02,2.5, Apr 23 BMO
FDX, FedEx Corporation, 31.74B,50, Services, Air Delivery & Freight Services, B-, C+, C-, F,10.73,0,0.46,1.62,0,-0.5,4.7,70.5,-1.9,-0.5,-83.8,14.05,-0.85,2.8,-53.5,-14.49,-24.8,-17.15,-22.86,-37.02,-3.2,-19.1,-28.2,2.2,2.71,74.8,0.1,2.32,142.7,116.6,22.38421955,42.1,2.73,-45.18,23.19,1.2, Mar 17 AMC
FE, FirstEnergy Corp., 21.67B,57, Utilities, Electric Utilities, B-, B, C, D,15.15,0,1.96,3.1,0,8.2,16.6,73.5,12.8,2.2,20.8,5.22,-6.6,-1.4,-186.5,-17.53,-15.84,-15.45,-17.7,-2.65,-2.7,-17,-18,3.9,-5.73,85.1,0.2,0,50.2,40,25.5,43.4,1.31,-27.75,18.56,0.5, May 08 BMO
FFIV, F5 Networks Inc., 6.70B,61, Technology, Business Software & Services, B+, B+, C, F,10.71,3.64,2.96,3.37,11.38,17.4,21.3,84.2,23.3,11.8,-7.6,8.77,4.5,4.7,-24.9,-12.48,-23.9,-18.9,-23.29,-35.74,2.2,-8.8,-20,0,1.15,96.4,0.3,-19.08,135.6,107.1,26.61064426,48,4.35,-36.55,34.37,1.5, Apr 27 AMC
FIS, Fidelity National Information Services Inc., 74.31B,56, Technology, Information Technology Services, C+, C+, C+, D+,15.96,7.96,7.19,1.46,47.82,2.9,9.4,36,1,0.5,-74.1,17.05,15.3,54.2,-128.3,-21.89,-16.29,-9.48,-15.8,1.9,-3.3,-15.5,-14.1,1.2,0.16,92.3,0.2,-31.8,167.1,117.1,42.69854825,44.1,1.3,-27.01,25.97,0.8, Feb 13 BMO
FISV, Fiserv Inc., 62.67B,60, Technology, Information Technology Services, B, B-, C+, D-,15.36,2.48,6.15,1.83,30.22,8.8,15.3,47.9,5.1,1.9,-41.4,18.24,19.82,160.8,-49.7,-20.89,-23.17,-12.09,-23.25,-2.09,-7,-20.2,-19.3,0,-0.91,94.3,0.6,-5.66,128.3,88.7,44.64487035,41.2,2.61,-31.04,17.32,1.1, May 05 AMC
FITB, Fifth Third Bancorp, 10.26B,69, Financial, Regional - Midwest Banks, A+, B+, B+, F,4.84,0.42,1.64,0.52,11.14,38.3,69.2,0,12.5,1.4,9,6.12,10.15,12,43.3,-43.27,-53.97,-44.95,-53.55,-45.62,-13.4,-41.9,-50.4,7.56,-0.48,80.9,0.3,0.37,28.7,14.2,102.1126761,35.9,1.73,-57.52,21.08,0, Apr 21 BMO
FLIR, FLIR Systems Inc., 4.55B,58, Technology, Scientific & Technical Instruments, A, B-, C, F,13.44,1.19,2.41,2.34,19.45,9.1,14.5,49.3,9.1,5.4,-37.7,12.59,21.9,9,-98.3,-20.14,-38.22,-35.8,-37.41,-32.73,-4.7,-30.1,-38.2,2,-0.6,96.5,0.7,-7.49,50.7,32.5,56,39.5,1.77,-47.73,30.27,2.7, Feb 27 BMO
FLS, Flowserve Corporation, 3.48B,65, Industrial Goods, Diversified Machinery, A, B-, B+, F,10.47,1.12,0.88,1.76,23.7,6.4,10.3,33.3,14.6,5.2,121.8,2.18,11.18,8.2,21.2,-41.83,-52.45,-44.93,-51.58,-48.64,-2.3,-35.8,-47.4,3.3,-1.2,98.9,0.2,-0.88,40,24.1,65.97510373,36.7,3.25,-56.13,25.18,2.3, Feb 17 AMC
FLT, FleetCor Technologies Inc., 16.79B,63, Services, Business Services, A-, A-, B-, F,11.99,1.31,6.34,4.24,15.44,33.8,46.5,0,23.9,7.5,9.5,15.06,13.94,8.6,-22.3,-32.33,-36.92,-35.03,-36.91,-27.38,-10.1,-30.3,-35.3,0,0.55,98.8,1.7,-8.38,303.3,181.5,67.10743802,37.3,3.65,-43.95,9.71,1, May 07 AMC
FMC, FMC Corporation, 10.05B,60, Basic Materials, Chemicals - Major Diversified, B+, B, C+, F,9.97,1.8,2.18,3.8,54.54,10.3,17.8,45.2,17.8,4.8,3.7,13.19,10.09,8.9,-79.8,-25.33,-25.73,-11.01,-25.69,-6.28,-6.7,-21.8,-21.5,2.3,1.11,95.5,0.5,-48.91,110.5,74.1,49.12280702,41.9,1.87,-35.01,24.52,1.5, May 06 AMC
FOSL, Fossil Group Inc., 175.99M,39, Consumer Goods, Textile - Apparel Footwear & Accessories, C+, C-, C, F,0,0,0.08,0.31,0,-2.4,-1.4,49.6,-10,-3.3,-13.8,24.3,14.9,-9.6,-114.2,-34.61,-61.31,-72.57,-60.91,-78.34,-12.9,-37.3,-63.1,0,-4.82,0,2.3,23.5,3.7,3,23.33333333,37.6,24.91,-78.07,15.14,1.9, Feb 26 BMO
FOXA, Fox Corporation, 15.16B,64, Services, Entertainment - Diversified, B+, B, B, F,8.22,0,1.29,1.35,1.83,15.2,17.8,35.3,18.2,9.1,0.9,15.3,-2.83,5.4,3650,-26.71,-38.85,-25.48,-38.85,-37.17,-8.7,-28.5,-34.3,2,1.31,99.09,1.15,0,38.2,22.6,69.02654867,36.9,4.3,-43.98,12.37,3.5, May 06 AMC
FRC, First Republic Bank, 14.22B,70, Financial, Money Center Banks, A-, B, B+, F,14.74,2.14,3.97,1.66,12.59,23.3,71.8,0,10.2,0.8,5.6,10.67,7.55,16.6,10.5,-19.82,-28.84,-8.45,-28.51,-19.46,-4.9,-19.7,-20.2,0.9,0.82,0,0.2,0,108.1,83.9,28.84386174,41.9,5.61,-33.22,16.61,0, Apr 14 BMO
FRT, Federal Realty Investment Trust, 5.20B,63, Financial, REIT - Retail, C+, A-, B+, F,19.14,2.15,5.55,2.11,79.33,36.8,50.3,68.1,15.1,5.3,53,9.53,6.7,1.6,179.8,-45.6,-47,-50.96,-48.42,-51.67,-24.2,-40.1,-47.9,6.33,-1.12,95.6,0.7,-0.22,126.3,66.4,90.21084337,27.6,3.38,-53.5,1.41,0, May 11 AMC
FSLR, First Solar Inc., 3.93B,44, Technology, Semiconductor - Specialized, B-, D+, C+, F,9.44,0,1.28,0.73,0,-3.8,-5.3,17.9,-2.2,-1.6,-186.5,14.93,27.6,102.5,-242.9,-22.36,-38.31,-36.84,-36.9,-35.62,-3.2,-23.3,-38.3,0,1.69,67.5,0.5,-15.95,61.3,35.3,73.65439093,40.5,16.53,-50.4,20.63,2.7, Feb 20 AMC
FTNT, Fortinet Inc., 17.80B,69, Technology, Application Software, C, B+, C+, C+,32.28,3.02,8.25,13.07,24.86,15.1,15.8,76.5,27.8,9.3,-11.5,16.64,18.02,21.2,-47.3,-5.73,-7.99,33.4,-5.47,15.35,12.1,-3.1,8.6,0,1.23,73.2,11,-1.17,122.2,100.9,21.11000991,53.9,3.08,-16.78,47.2,1.9, May 07 AMC
FTV, Fortive Corporation, 19.61B,60, Technology, Scientific & Technical Instruments, B, B-, B, F,13.95,3.48,2.68,2.55,18.41,9.2,14.3,50.3,9.4,4,-22.2,8.43,8.34,97.1,101.8,-22.3,-27.79,-13.08,-26.69,-35.28,1.5,-18.2,-24.1,0.5,-0.07,85.6,0.2,-24.72,79.7,56,42.32142857,44.8,2.7,-39.34,45.48,1.1, May 07 AMC
GD, General Dynamics Corporation, 37.93B,62, Industrial Goods, Aerospace/Defense Products & Services, B+, B-, B, F,9.39,1.47,0.96,2.72,47.95,8.9,11.8,17.9,26.7,7.2,6.7,8.47,7.28,3.8,14.4,-23.98,-28.31,-26.66,-27.46,-23.74,-4.3,-21.6,-28.9,3.1,0.49,87.6,0.5,-5.45,199.8,127.9,56.21579359,40.1,1.37,-35.14,24.98,1.2, Apr 29 BMO
GE, General Electric Company, 64.27B,55, Industrial Goods, Diversified Machinery, B+, C-, B+, F,9.65,0,0.68,2.13,27.81,-5.7,3.6,24.2,-17.1,-1.9,99.8,35.93,3.74,-1,6.3,-36.99,-42.16,-18.92,-38.17,-31.68,-9.9,-34.1,-33.6,0.5,2.02,63.7,0.14,0,11.8,6.9,71.01449275,36,1.22,-49.28,13.98,0, Apr 29 BMO
GILD, Gilead Sciences Inc., 98.26B,84, Healthcare, Biotechnology, B, B+, B-, B+,11.96,71.18,4.38,4.33,19.28,24,19.1,79.2,24.6,8.7,1.1,0.78,0.26,1.4,89766.7,1.28,18.01,24.93,18.47,15.48,5.7,10.6,17.2,3.5,0.62,84.9,0.54,-2.16,74.9,76.9,-2.600780234,57.2,2.12,-9.14,28.28,3.1, May 05 AMC
GIS, General Mills Inc., 33.36B,77, Consumer Goods, Processed & Packaged Goods, B, B, C+, B,15.94,2.77,1.99,4.4,25.53,12.7,17.6,35.3,28.6,7,5.1,-0.75,5.69,-0.4,1.9,1.31,5.28,3.72,2.46,9.13,7.3,7.4,6.7,3.5,2.36,75.4,0.1,-12.49,58.4,54.8,6.569343066,58.9,2.77,-5.44,21.77,0.6, Mar 18 BMO
GL, Globe Life Inc., 7.30B,66, Financial, Life Insurance, A, B-, B, F,8.81,1.34,1.61,0.99,5.85,16.8,22.4,0,11.1,3,12.4,6.74,7.3,6.8,17.1,-29.55,-36.57,-27.6,-36.38,-20.94,-7.7,-29.3,-32.3,1.1,-1.71,77.3,1.8,-7.51,99.8,66.9,49.17787743,37.6,2.91,-42.65,12.62,0, May 05 AMC
GLW, Corning Incorporated, 15.00B,58, Technology, Diversified Electronics, A, B-, C+, F,9.79,1.34,1.3,1.23,10.88,7.5,11.4,35.1,7.9,3.1,-5.7,25.81,13.3,-7.2,-96.8,-25.47,-37.65,-31.55,-35.76,-45.61,-14.9,-27.5,-37.1,4.7,-0.6,76.6,0.1,-13.41,26.8,18.7,43.31550802,36.5,3.34,-49.35,2.64,2.1, Apr 29 BMO
