Symbol, Company Name, Market Cap, Overall Rating, Sector, Industry, Valuation Grade, Profitability Grade, Growth Grade, Performance Grade, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, Net Margin, Operating Margin, Gross Margin, ROE, ROA, EPS This Y, EPS Next Y, EPS Next 5 Years, Sales Q/Q, EPS Q/Q, Perf Month, Perf Quarter, Perf Half Y, Perf YTD, Perf Year, SMA20, SMA50, SMA200, Dividend Yield, Inst Trans, Inst Own, Insider Own, Insider Trans, Target Price, Prev Close, Price Projection, RSI, Short Float, 52W High, 52W Low, Current Ratio, Earnings Date
CPB, Campbell Soup Company, 15.67B, 76, ConsumerDefensive, Packaged Foods, C-, A-, C+, A-, 19.14, 14.79, 2.09, 6.41, 35.77, 19.3, 11.9, 34.0, 95.6, 11.2, -20.4, 0.11, 2.75, -0.5, -3.5, 4.89, 9.53, 14.21, 7.18, 35.89, 4.0, 7.6, 12.0, 2.6, 0.77, 53.7, 0.1, -24.95, 50.5, 52.5, -3.8095238095238098, 59.3, 7.36, -7.94, 50.18, 0.6, Mar 04 BMO
CPRI, Capri Holdings Limited, 1.96B, 72, ConsumerCyclical, Apparel Manufacturing, B, B+, C+, C-, 4.55, 43.52, 0.34, 0.75, 4.27, 6.1, 6.7, 60.2, 14.2, 4.4, -9.4, -30.46, 0.13, 9.2, 3.9, -2.62, -56.2, -64.4, -65.9, -67.63, -3.4, -3.1, -53.2, 0, -1.47, 96.4, 0.7, 0, 23.5, 12.9, 82.1705426356589, 50.5, 12.14, -68.37, 140.04, 0.8, -
CPRT, Copart Inc., 18.27B, 78, Industrials, Specialty Business Services, D-, A, B+, A-, 29.69, 1.17, 8.21, 8.8, 121.07, 32.9, 36.6, 45.3, 39.4, 27.0, 40.0, 11.96, 22.3, 18.6, 28.5, 14.6, -22.28, -2.41, -11.68, 21.13, 4.7, 9.7, -3.4, 0, 1.39, 81.6, 13.29, -7.68, 88.7, 79.7, 11.292346298619824, 56.4, 2.63, -23.42, 44.23, 2.1, -
CRM, salesforce.com inc., 144.99B, 73, Technology, Software - Application, C+, B, C+, B+, 43.03, 39.69, 8.48, 4.38, 39.31, 0.7, 1.7, 75.2, 0.5, 0.3, -89.6, 25.03, 19.76, 34.6, -152.7, 7.31, -11.47, 2.54, 2.68, 7.7, 2.8, 8.6, 4.4, 0, 1.31, 85.2, 3.6, -5.53, 194.3, 169.6, 14.563679245283028, 55.3, 0, -14.67, 44.85, 1.1, May 28 AMC
CSCO, Cisco Systems Inc., 186.01B, 84, Technology, Communication Equipment, B+, A, C+, B, 13.92, 2.98, 3.61, 5.23, 21.02, 21.4, 27.5, 64.0, 31.5, 11.7, 30.3, 3.07, 5.34, -3.5, 5.7, 5.61, -7.33, -9.34, -8.57, -16.38, 4.1, 9.3, -3.9, 3.2, -0.3, 74.0, 0.1, -11.71, 46.1, 41.9, 10.023866348448694, 60.2, 0.81, -24.73, 35.34, 1.8, May 13 AMC
CSX, CSX Corporation, 48.61B, 80, Industrials, Railroads, C+, A, C+, B+, 15.22, 2.84, 4.13, 4.09, 20.25, 27.7, 41.8, 77.7, 27.3, 8.5, 8.6, 17.63, 5.35, -5.2, -2.4, 3.42, -21.13, -13.44, -12.98, -18.63, -1.2, 3.9, -8.3, 1.6, 0.18, 76.7, 0.1, -48.23, 67.5, 62.3, 8.34670947030498, 50.9, 1.01, -21.89, 34.52, 1.7, Apr 22 AMC
CTAS, Cintas Corporation, 23.27B, 78, Industrials, Specialty Business Services, D+, A, B-, A-, 30.96, 2.95, 3.21, 7.17, 24.31, 13.4, 17.4, 46.1, 31.2, 12.6, 43.6, -6.74, 8.8, 7.6, 17.9, 22.26, -23.28, -11.64, -15.0, 3.23, 10.1, 11.4, -9.3, 1.1, -0.31, 67.2, 15.58, 0, 205.0, 199.4, 2.8084252758274793, 59.2, 2.11, -24.97, 48.2, 2.3, Mar 19 AMC
CTL, CenturyLink Inc., 9.66B, 73, CommunicationServices, Telecom Services, B+, B+, C, B-, 6.77, 0, 0.43, 0.74, 4.78, 5.4, 16.8, 55.0, 8.9, 1.9, -219.4, 3.91, 6.0, -3.7, 105.0, -9.01, -33.79, -37.14, -30.43, -16.07, -8.3, -8.2, -25.1, 10.88, -0.62, 78.5, 0.7, 0.99, 11.2, 9.1, 23.076923076923073, 39.3, 9.92, -39.93, 12.62, 0.8, May 06 AMC
CTSH, Cognizant Technology Solutions Corporation, 28.22B, 79, Technology, Information Technology Services, A-, A-, C+, B-, 12.62, 3.64, 1.67, 2.52, 20.03, 12.4, 14.9, 36.1, 19.3, 13.2, -8.4, 11.32, 4.36, 3.8, -35.7, -2.31, -27.11, -19.26, -18.19, -13.41, -7.6, -2.1, -15.2, 1.7, 0.04, 95.0, 0.2, -32.45, 59.1, 49.4, 19.63562753036438, 42.6, 1.64, -29.02, 26.82, 2.6, May 07 AMC
CTVA, Corteva Inc., 17.79B, 69, BasicMaterials, Agricultural Inputs, C, B-, B+, C+, 13.9, 9.91, 1.23, 0.73, 0, -5.9, 1.9, 40.1, -3.4, -2.0, 95.8, 17.26, 9.93, 16.5, 237.6, -8.58, -23.79, -12.72, -21.11, 0, -7.9, -5.3, -14.3, 2.2, 0.22, 83.0, 0.1, 6.68, 30.2, 23.2, 30.17241379310345, 42.3, 1.19, -28.86, 14.43, 1.6, May 07 BMO
CTXS, Citrix Systems Inc., 18.00B, 88, Technology, Software - Application, B-, A+, B-, A-, 23.74, 3.99, 5.71, 0, 31.95, 23.9, 19.5, 85.4, 163.7, 18.0, 33.7, 8.96, 6.4, 19.7, 81.5, 0.67, 18.75, 31.08, 31.7, 52.08, -0.7, 6.8, 28.1, 0.9, 0.1, 0, 1.0, -10.24, 149.9, 146.5, 2.3208191126279902, 52.0, 3.85, -5.83, 61.79, 0.8, Apr 23 BMO
CVS, CVS Health Corporation, 81.38B, 85, Healthcare, Healthcare Plans, A, B, B, B-, 8.29, 1.86, 0.31, 1.25, 8.93, 2.8, 4.8, 38.2, 11.4, 3.2, 861.4, 6.07, 6.05, 8.3, 40.4, 2.89, -13.46, -13.88, -16.13, 18.03, 0.7, 4.2, -5.0, 3.2, -0.49, 79.3, 0.1, -23.82, 79.2, 61.1, 29.623567921440262, 53.6, 1.16, -19.11, 20.48, 1.0, May 06 BMO
CVX, Chevron Corporation, 163.14B, 72, Energy, Oil & Gas Integrated, D, B, B, A-, 43.07, 8.11, 1.21, 1.17, 45.75, 2.9, 1.9, 43.8, 2.6, 1.6, -80.0, 379.4, 5.5, -15.1, 38.4, 9.16, -19.35, -25.55, -25.28, -26.27, 1.0, 10.4, -16.3, 5.73, 0.48, 69.2, 0.05, -8.42, 90.7, 88.7, 2.254791431792559, 54.0, 1.11, -29.09, 74.52, 1.0, May 01 BMO
CXO, Concho Resources Inc., 10.71B, 56, Energy, Oil & Gas E&amp;P, C-, C-, C-, B+, 116.21, 0, 2.43, 1.28, 3.74, 0, 0, 84.0, -59.3, -41.3, -126.9, -73.69, 5.54, -16.5, 0, 11.55, -30.25, -24.09, -37.36, -51.58, 0.2, 9.7, -20.0, 1.4, -0.53, 96.9, 0.9, -1.1, 68.6, 53.9, 27.272727272727266, 54.9, 4.56, -53.09, 65.56, 2.2, Apr 30 AMC
D, Dominion Energy Inc., 66.75B, 76, Utilities, Utilities - Diversified, C-, B, B, A, 17.2, 7.59, 3.88, 2.36, 0, 10.2, 21.2, 99.7, 6.3, 1.7, -56.5, 6.36, 4.89, 16.5, 62.4, -0.2, -7.66, -0.11, -3.85, 7.19, 1.8, 3.8, -0.6, 4.7, 6.05, 72.9, 0.2, 0, 86.3, 79.0, 9.24050632911392, 52.7, 1.42, -12.39, 37.79, 0.6, May 05 BMO
DAL, Delta Air Lines Inc., 12.35B, 73, Industrials, Airlines, A-, B+, C+, D+, 5.03, 1.31, 0.27, 0.86, 2.92, 7.8, 11.5, 53.5, 23.9, 5.4, 28.7, 155.6, 2.75, -18.0, -176.6, -20.41, -67.22, -66.13, -66.86, -64.8, -15.2, -29.0, -60.9, 0, -1.85, 87.4, 0.3, -86.26, 37.0, 19.4, 90.72164948453609, 36.1, 3.58, -69.45, 1.52, 0.5, Apr 22 BMO
DD, DuPont de Nemours Inc., 33.42B, 62, BasicMaterials, Chemicals, C+, B-, D+, B, 13.19, 0, 1.57, 0.85, 0, -3.0, -2.7, 35.5, -1.6, -0.9, -353.2, 16.31, 3.96, -3.6, -396.4, 27.21, -15.06, -37.67, -29.52, -28.97, 4.2, 17.0, -21.4, 2.6, -2.68, 74.4, 0.1, 0, 50.0, 43.9, 13.895216400911165, 57.3, 2.59, -41.26, 59.72, 1.2, May 05 BMO
DE, Deere & Company, 39.75B, 76, Industrials, Farm & Heavy Construction Machinery, B-, B+, C+, B, 14.94, 4.12, 1.02, 3.33, 15.92, 8.4, 13.8, 27.7, 27.5, 4.5, 5.9, 35.06, 3.07, -4.5, 5.5, -6.29, -25.74, -28.11, -26.82, -12.46, -7.0, -7.3, -20.4, 2.4, 0.86, 80.9, 0.3, -3.61, 161.7, 125.8, 28.53736089030206, 41.8, 1.44, -30.33, 19.46, 0, May 22 BMO
DFS, Discover Financial Services, 12.08B, 65, Financial, Credit Services, B, B, C+, D+, 6.19, 0, 1.0, 1.33, 2.56, 17.6, 44.3, 0, 20.0, 1.9, 16.6, 183.97, -7.42, 1.5, -111.8, 18.95, -48.52, -53.55, -53.75, -49.2, 1.7, -0.6, -44.4, 4.4, -2.85, 86.3, 0.5, 1.48, 49.6, 36.3, 36.63911845730029, 51.0, 2.2, -57.81, 68.73, 0, Apr 22 AMC
DG, Dollar General Corporation, 45.98B, 79, ConsumerDefensive, Discount Stores, C+, B, B-, A-, 21.81, 2.51, 1.66, 6.86, 40.85, 6.2, 8.3, 30.6, 25.7, 7.7, 12.0, 10.42, 10.89, 7.6, 17.0, 3.06, 13.54, 15.62, 16.36, 53.76, 2.1, 10.6, 15.5, 0.7, -1.04, 94.9, 0.1, 0, 177.5, 181.5, -2.203856749311295, 62.8, 1.5, -1.87, 56.26, 1.1, May 28 BMO
DGX, Quest Diagnostics Incorporated, 14.80B, 84, Healthcare, Diagnostics & Research, B+, B+, B-, B+, 15.46, 4.51, 1.93, 2.62, 29.97, 10.3, 15.1, 34.3, 14.1, 6.5, 18.7, 64.43, 4.32, -3.6, -38.8, 24.05, -1.51, 8.39, 3.45, 13.44, 4.6, 15.8, 7.4, 2.0, 1.26, 93.9, 0.4, -45.97, 113.7, 107.1, 6.162464985994406, 60.6, 4.32, -11.62, 51.29, 1.4, Apr 22 BMO
DHI, D.R. Horton Inc., 15.96B, 88, ConsumerCyclical, Residential Construction, B+, B+, B, A-, 10.23, 0.92, 0.86, 1.61, 26.5, 10.3, 13.2, 23.1, 18.8, 11.8, 4.8, -1.46, 9.9, 9.0, 40.2, 22.38, -25.15, -14.94, -12.49, 4.79, 4.4, 12.8, -8.1, 1.5, 0.15, 87.8, 6.7, -0.35, 54.0, 45.6, 18.421052631578945, 58.5, 2.26, -26.19, 80.95, 0, Apr 28 BMO
DHR, Danaher Corporation, 114.19B, 85, Healthcare, Diagnostics & Research, B+, A-, B, B+, 27.41, 4.17, 6.57, 3.83, 39.34, 18.3, 18.6, 55.9, 10.7, 5.2, -2.2, 17.1, 10.69, 2.9, 79.1, 5.83, -1.08, 19.27, 5.33, 23.36, 0.1, 9.6, 10.0, 0.4, -0.12, 82.3, 1.2, -5.41, 167.0, 159.8, 4.505632040050055, 58.9, 1.07, -5.26, 35.17, 1.3, May 07 BMO
DIS, The Walt Disney Company, 191.49B, 70, CommunicationServices, Entertainment, C, B, B, B, 29.93, 81.76, 2.45, 2.12, 0, 6.9, 9.7, 36.6, 6.0, 2.7, -13.6, 115.86, 0.49, 20.7, -92.6, 2.46, -24.83, -23.57, -26.77, -21.36, 1.4, 3.8, -18.0, 1.6, -0.09, 66.3, 0.1, -1.0, 126.5, 102.9, 22.934888241010682, 53.6, 1.4, -30.96, 33.94, 0.9, May 05 AMC
DISCA, Discovery Inc., 10.62B, 69, CommunicationServices, Entertainment, B+, C-, B, C+, 6.24, 0.61, 0.95, 1.12, 0, 0, 0, 66.4, 0, 0, 236.6, 12.01, 11.54, -0.9, 3.7, -3.79, -32.28, -33.18, -37.26, -25.98, -3.9, -4.0, -25.2, 0, -0.09, 0, 2.8, -33.2, 26.3, 19.1, 37.69633507853403, 46.9, 7.47, -38.97, 19.98, 1.6, May 06 BMO
DISH, DISH Network Corporation, 11.69B, 71, CommunicationServices, Entertainment, B, B, C-, B-, 12.94, 0, 0.91, 1.1, 5.2, 8.8, 12.2, 30.6, 10.6, 3.5, -12.8, -14.47, -14.21, 1.0, -80.4, 16.74, -38.73, -31.36, -30.59, -29.15, 3.7, 8.1, -22.8, 0, -0.39, 84.7, 3.2, -0.19, 39.2, 23.7, 65.40084388185655, 54.5, 4.34, -44.65, 44.06, 1.0, May 07 BMO
DLR, Digital Realty Trust Inc., 36.57B, 78, RealEstate, REIT - Office, C-, B-, B+, A, 83.89, 3.39, 11.4, 3.28, 63.72, 15.4, 19.4, 62.8, 5.8, 2.1, 94.6, 1.28, 16.66, 1.2, 895.0, -5.81, 4.89, 14.32, 10.84, 12.82, -9.3, -4.2, 4.0, 3.3, 4.2, 90.0, 0.3, -26.35, 142.1, 133.4, 6.521739130434774, 37.1, 5.09, -16.19, 26.4, 0, May 07 AMC
DLTR, Dollar Tree Inc., 17.87B, 79, ConsumerDefensive, Discount Stores, B+, B-, B+, B-, 13.91, 3.09, 0.76, 2.86, 9.57, 3.5, 5.3, 29.8, 13.8, 4.2, 151.9, 14.25, 7.03, 1.8, 105.3, -3.28, -15.39, -29.86, -19.69, -24.62, -3.0, -1.9, -19.7, 0, 0.49, 96.5, 1.2, 0.09, 89.0, 74.4, 19.623655913978485, 46.0, 1.86, -36.91, 25.47, 1.2, May 28 BMO
DOV, Dover Corporation, 12.33B, 79, Industrials, Specialty Industrial Machinery, C+, A-, B-, B+, 15.28, 2.33, 1.74, 4.14, 23.56, 10.6, 14.4, 37.1, 25.0, 8.5, 19.5, 15.43, 7.2, -4.0, 68.1, 1.3, -28.5, -22.29, -25.83, -11.15, -4.7, -1.6, -15.4, 2.2, 0.02, 89.0, 0.5, -3.28, 97.2, 83.4, 16.54676258992805, 45.5, 0.97, -28.91, 35.81, 1.3, Apr 21 BMO
DOW, Dow Inc., 24.98B, 62, BasicMaterials, Chemicals, B-, B-, D+, C+, 13.9, 0, 0.6, 1.85, 3.79, 4.4, 4.9, 14.4, 9.8, 2.7, -164.7, 62.47, -0.96, -14.6, -604.5, 3.97, -30.62, -39.25, -38.77, -36.71, 0.1, 5.9, -24.9, 8.36, 0.33, 70.9, 0.1, 7.83, 38.3, 32.3, 18.575851393188856, 52.7, 1.88, -40.43, 52.67, 1.6, Apr 30 BMO
DRE, Duke Realty Corporation, 11.00B, 82, RealEstate, REIT - Industrial, C, A-, B-, A-, 53.4, 4.6, 11.76, 2.23, 48.83, 43.3, 52.8, 69.4, 8.4, 5.0, 11.5, 14.43, 6.0, -14.9, 34.0, -9.53, -19.64, -12.64, -12.06, -0.23, -9.6, -5.3, -10.2, 3.0, 0.05, 98.1, 0.2, -4.36, 36.7, 30.4, 20.72368421052633, 40.0, 1.66, -21.58, 21.04, 0, Apr 29 AMC
DRI, Darden Restaurants Inc., 8.17B, 57, ConsumerCyclical, Restaurants, C-, D+, C+, B-, 25.77, 0, 0.93, 3.45, 0, 0, 0, 21.7, 0, 0, 37.7, 4.48, -4.18, 4.5, 5.5, 13.39, -45.48, -40.72, -38.85, -44.89, -3.5, 5.7, -35.1, 0, -6.59, 83.2, 0.3, 27.14, 74.4, 65.8, 13.06990881458968, 51.6, 5.31, -48.09, 154.91, 0.4, Mar 19 BMO
DTE, DTE Energy Company, 18.40B, 74, Utilities, Utilities - Regulated Electric, B+, B, B-, C+, 13.87, 2.61, 1.45, 1.6, 10.93, 9.2, 13.5, 0, 10.8, 3.0, 0.2, 7.94, 5.97, -16.1, 32.5, -6.49, -26.62, -18.72, -24.54, -22.02, -3.5, -0.8, -19.1, 4.1, 0.55, 75.9, 0.2, -3.05, 121.9, 95.9, 27.111574556830032, 47.8, 2.52, -27.77, 37.62, 0.8, Apr 28 BMO
DUK, Duke Energy Corporation, 59.32B, 78, Utilities, Utilities - Regulated Electric, C+, B, B, B+, 15.05, 3.9, 2.37, 1.34, 0, 14.8, 22.8, 70.3, 8.3, 2.4, 35.2, 5.91, 4.14, -0.2, 39.0, -5.99, -17.79, -6.04, -9.77, -5.17, -2.5, -1.8, -9.2, 4.5, 0.6, 65.3, 0.1, -5.88, 95.7, 81.8, 16.992665036674826, 45.9, 5.35, -20.71, 32.46, 0.6, May 12 BMO
DVA, DaVita Inc., 9.45B, 87, Healthcare, Medical Care Facilities, A-, B+, B, B+, 11.94, 0.95, 0.82, 5.01, 4.47, 7.8, 15.1, 31.0, 34.5, 5.0, 28.3, 7.21, 14.1, 3.6, 153.6, 2.47, -9.39, 11.74, 4.15, 55.6, 0.4, 3.7, 11.8, 0, 1.66, 0, 0.2, -41.21, 85.1, 78.9, 7.858048162230656, 50.8, 4.9, -13.32, 80.05, 1.8, May 05 AMC
DVN, Devon Energy Corporation, 4.40B, 64, Energy, Oil & Gas E&amp;P, C+, C, C+, B, 0, 0, 0.62, 1.12, 2.26, -26.3, -21.6, 83.8, -32.0, -13.3, -118.7, 40.3, 0, 93.4, -408.2, 34.49, -49.96, -47.88, -55.1, -62.3, 6.2, 23.0, -40.6, 3.7, 0.35, 85.1, 0.4, 1.14, 12.7, 11.5, 10.434782608695645, 58.4, 5.4, -63.34, 148.09, 2.6, May 05 AMC
DXC, DXC Technology Company, 3.86B, 59, Technology, Information Technology Services, B+, C+, C-, D+, 3.02, 0, 0.19, 0.44, 1.7, -8.0, -5.8, 25.3, -16.2, -5.3, -21.1, -6.39, -5.33, -3.0, -77.2, 5.5, -50.55, -57.02, -59.7, -73.6, -6.6, 0.3, -47.7, 5.54, 1.67, 96.8, 0.1, 0, 29.1, 14.6, 99.3150684931507, 48.9, 6.29, -73.97, 91.77, 0.9, -
EA, Electronic Arts Inc., 33.98B, 90, CommunicationServices, Electronic Gaming & Multimedia, B-, A, B, A, 20.61, 0.93, 6.14, 4.73, 20.97, 49.6, 20.2, 75.3, 41.9, 27.1, -18.7, 14.51, 12.33, 23.6, 36.6, 3.18, 7.61, 21.58, 8.94, 21.03, 1.3, 10.0, 14.7, 0, 0.77, 95.9, 0.2, -45.16, 120.0, 116.9, 2.6518391787852815, 58.9, 2.24, -2.55, 36.68, 2.8, May 05 AMC
EBAY, eBay Inc., 28.92B, 87, ConsumerCyclical, Internet Retail, C+, A+, B-, A, 12.33, 1.99, 2.75, 14.96, 13.0, 44.4, 22.2, 76.9, 151.4, 24.3, 0.5, 11.08, 9.78, -1.6, 12.7, 16.15, 13.03, 19.86, 16.41, 13.49, 6.0, 19.4, 14.2, 1.5, -0.18, 0, 4.9, -1.04, 40.6, 41.5, -2.168674698795177, 70.0, 3.74, -1.92, 61.55, 1.3, Apr 29 AMC
ECL, Ecolab Inc., 55.58B, 72, BasicMaterials, Specialty Chemicals, D-, A-, B-, A-, 32.88, 4.93, 3.71, 6.3, 51.41, 10.3, 13.6, 41.7, 18.0, 7.3, 1.8, 19.6, 7.38, 2.2, -0.9, 10.18, -7.06, 2.19, -0.28, 6.99, 2.8, 9.9, 1.1, 0.9, -0.1, 88.1, 0.5, -20.45, 184.4, 191.9, -3.9082855653986446, 56.2, 1.21, -8.9, 54.45, 1.5, Apr 28 BMO
ED, Consolidated Edison Inc., 23.89B, 70, Utilities, Utilities - Regulated Electric, B-, B, C+, C+, 15.72, 6.64, 1.9, 1.31, 11.06, 10.3, 21.5, 80.7, 7.2, 2.3, -10.4, 5.05, 2.65, -8.0, -14.5, -17.63, -23.49, -17.1, -20.81, -16.22, -9.9, -11.7, -18.1, 4.2, 1.42, 63.9, 0.2, 0.27, 86.6, 71.4, 21.288515406162446, 30.2, 1.45, -24.67, 15.49, 0.8, May 07 AMC
EFX, Equifax Inc., 17.59B, 68, Industrials, Consulting Services, D-, B+, C+, A, 26.85, 131.29, 4.86, 7.37, 0, 7.5, 11.6, 57.2, 10.8, 3.5, -233.6, 15.8, 0.5, 13.2, 119.9, 16.72, -10.61, 7.35, 3.51, 22.17, 4.7, 10.4, 3.2, 1.0, 3.52, 98.8, 0.3, -5.51, 141.1, 142.9, -1.2596221133659982, 57.6, 2.16, -11.97, 40.8, 1.0, Apr 20 AMC
EIX, Edison International, 19.94B, 64, Utilities, Utilities - Regulated Electric, C+, D+, B, B-, 12.43, 5.56, 1.62, 1.56, 0, -2.3, -4.5, 61.3, -2.4, -0.5, 368.6, 4.47, 3.0, -1.3, 108.8, -0.62, -25.66, -13.94, -23.72, -4.15, -1.1, 1.6, -16.3, 4.4, 0.27, 91.5, 0.06, -0.11, 70.8, 57.4, 23.344947735191635, 52.0, 1.52, -27.13, 31.84, 0.6, Apr 30 AMC
EL, The Estee Lauder Companies Inc., 58.69B, 67, ConsumerDefensive, Household & Personal Products, D+, A-, C+, B, 30.86, 7.94, 3.8, 13.66, 45.96, 8.4, 8.8, 76.6, 29.2, 8.0, 18.3, 18.06, 5.84, -10.7, -101.1, 4.06, -23.59, -12.64, -20.5, -3.4, -2.8, -1.2, -13.2, 0, -0.52, 91.0, 0.1, -43.58, 174.6, 162.7, 7.3140749846343, 47.5, 1.52, -25.51, 19.84, 1.6, May 01 BMO
EMN, Eastman Chemical Company, 8.18B, 81, BasicMaterials, Chemicals, B, B+, B-, B, 8.69, 3.93, 0.9, 1.37, 10.47, 8.4, 13.0, 24.5, 13.0, 4.7, -26.1, 17.27, 2.61, -7.2, 166.1, 15.81, -19.74, -26.88, -24.02, -16.8, 2.8, 14.5, -11.6, 4.3, -1.4, 84.5, 0.4, -0.18, 64.2, 59.8, 7.3578595317725854, 58.9, 1.47, -28.3, 74.85, 1.9, Apr 30 AMC
EMR, Emerson Electric Co., 32.42B, 73, Industrials, Specialty Industrial Machinery, C-, A-, C+, B+, 16.82, 10.35, 1.8, 4.31, 23.09, 12.0, 16.0, 42.6, 26.3, 10.2, 17.2, 4.79, 1.47, -8.9, 0.6, 11.42, -27.02, -27.93, -30.0, -18.57, -0.9, 4.2, -17.7, 3.7, 0.25, 76.8, 0.5, -0.02, 57.3, 51.9, 10.404624277456644, 50.8, 1.69, -31.9, 41.4, 1.0, Apr 21 BMO
EOG, EOG Resources Inc., 25.99B, 75, Energy, Oil & Gas E&amp;P, C, B+, B, B+, 67.75, 0, 1.45, 1.28, 3.18, 11.8, 16.1, 56.1, 9.9, 5.7, -18.8, 125.0, -8.23, 15.7, -98.2, 19.23, -37.16, -35.11, -43.22, -49.6, 4.9, 13.1, -29.3, 3.1, 0, 89.4, 0.3, -0.05, 56.2, 48.2, 16.59751037344398, 58.0, 2.01, -50.59, 76.15, 1.5, May 08 AMC
EQIX, Equinix Inc. (REIT), 56.41B, 71, RealEstate, REIT - Specialty, D, B-, B, A, 73.69, 4.98, 10.0, 6.51, 0, 9.0, 19.2, 49.1, 5.8, 2.2, 33.9, 25.54, 22.3, 6.0, -4.1, -2.41, 3.7, 24.1, 12.95, 35.48, -3.1, 3.8, 12.3, 1.6, 0.29, 97.4, 0.2, -25.08, 683.5, 678.8, 0.6923983500294705, 48.7, 1.11, -7.89, 39.73, 1.3, May 06 AMC
EQR, Equity Residential, 21.37B, 84, RealEstate, REIT - Residential, B-, A-, B+, B, 39.61, 3.03, 7.86, 2.04, 34.76, 43.1, 57.6, 66.3, 11.4, 5.6, 46.7, 7.64, 6.1, 3.0, 196.9, -12.84, -32.5, -31.04, -28.92, -24.5, -9.8, -10.6, -27.2, 4.1, 0.09, 94.9, 0.1, -39.23, 70.4, 58.6, 20.136518771331065, 37.4, 1.39, -35.77, 15.92, 0, May 05 AMC
ES, Eversource Energy, 25.48B, 71, Utilities, Utilities - Regulated Electric, C, B-, B-, B+, 19.87, 4.73, 3.01, 1.98, 0, 10.5, 18.3, 0, 7.4, 2.2, -13.8, 6.61, 5.73, 1.2, 2.9, -13.1, -16.45, -2.42, -9.17, 6.43, -6.6, -6.8, -7.9, 2.9, -0.14, 85.4, 0.3, -4.51, 90.3, 76.6, 17.885117493472592, 40.9, 2.56, -22.28, 27.32, 0.7, May 07 BMO
ESS, Essex Property Trust Inc., 15.04B, 83, RealEstate, REIT - Residential, C+, A-, B, B+, 39.89, 2.96, 10.05, 2.39, 43.87, 42.5, 33.3, 72.8, 10.2, 4.9, 12.8, 5.4, 7.9, 10.2, 163.5, -8.31, -30.01, -27.19, -25.21, -20.82, -7.6, -5.6, -23.8, 3.6, 0.14, 99.4, 0.1, -44.86, 269.8, 230.7, 16.948417858690952, 41.4, 1.22, -32.67, 27.98, 0, May 06 AMC
ETFC, E*TRADE Financial Corporation, 8.63B, 69, Financial, Capital Markets, C+, B, C, B-, 15.48, 0, 2.8, 1.48, 1.2, 26.2, 38.4, 87.5, 13.6, 1.3, -1.0, -10.72, -4.36, -8.3, -33.9, -0.51, -13.0, -11.17, -14.48, -18.62, -1.8, 4.1, -7.8, 1.4, -0.89, 95.2, 0.3, -4.94, 41.8, 37.8, 10.582010582010582, 50.4, 5.17, -32.29, 50.62, 0, Apr 23 AMC
ETN, Eaton Corporation plc, 30.66B, 77, Industrials, Specialty Industrial Machinery, B, B+, C+, B+, 15.77, 3.13, 1.47, 2.15, 20.69, 10.2, 12.4, 32.6, 13.6, 6.7, 7.0, 29.29, 4.7, -9.7, -13.1, -1.1, -27.19, -18.88, -20.91, -5.82, -6.1, -4.7, -13.3, 3.9, -0.47, 85.2, 0.2, -5.56, 90.4, 73.8, 22.493224932249333, 43.7, 1.63, -29.18, 32.78, 1.8, Apr 30 BMO
ETR, Entergy Corporation, 18.62B, 81, Utilities, Utilities - Diversified, B+, B+, B, B-, 16.07, 2.52, 1.71, 1.85, 9.42, 11.4, 12.8, 87.2, 12.7, 2.5, 36.1, 6.76, 6.0, -2.0, 619.8, -2.44, -28.75, -17.34, -20.75, -1.4, -1.6, -2.7, -16.2, 3.9, 0.19, 88.3, 0.3, -36.61, 122.4, 94.1, 30.074388947927748, 47.4, 0.87, -29.96, 26.26, 0.5, May 11 BMO
EVRG, Evergy Inc., 12.87B, 70, Utilities, Utilities - Regulated Electric, C, B, C+, B, 17.65, 5.34, 2.55, 1.51, 0, 12.7, 23.3, 0, 7.4, 2.5, 11.6, 5.66, 3.9, -8.2, -22.4, -5.67, -20.78, -10.13, -12.92, -2.63, -2.1, -2.4, -10.8, 3.5, -0.81, 86.2, 0.3, -3.44, 69.0, 56.5, 22.123893805309734, 47.5, 1.82, -25.98, 34.92, 0.7, May 06 AMC
EW, Edwards Lifesciences Corporation, 44.96B, 83, Healthcare, Medical Devices, B-, A, B, B, 33.78, 4.05, 10.03, 11.6, 41.22, 24.7, 27.4, 74.4, 28.8, 18.4, 43.2, 29.47, 10.26, 13.7, 24.7, 1.3, -4.01, -9.15, -6.79, 22.68, -0.1, 7.3, -1.9, 0, 1.69, 89.3, 0.1, -58.5, 242.6, 214.1, 13.311536665109763, 54.5, 1.21, -12.19, 40.73, 3.4, Apr 23 AMC
EXC, Exelon Corporation, 35.23B, 67, Utilities, Utilities - Diversified, C+, B-, C+, C+, 12.19, 0, 1.02, 1.09, 0, 8.5, 12.7, 58.0, 9.2, 2.4, 45.7, -2.02, -3.06, -5.3, 420.9, -2.51, -27.17, -18.55, -20.82, -25.98, -1.5, -1.8, -17.8, 4.2, -0.94, 80.5, 0.2, 0, 48.8, 35.6, 37.07865168539325, 48.4, 1.05, -29.46, 23.29, 0.8, May 08 BMO
