Symbol, Company Name, Market Cap, Overall Rating, Sector, Industry, Valuation Grade, Profitability Grade, Growth Grade, Performance Grade, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, Net Margin, Operating Margin, Gross Margin, ROE, ROA, EPS This Y, EPS Next Y, EPS Next 5 Years, Sales Q/Q, EPS Q/Q, Perf Month, Perf Quarter, Perf Half Y, Perf YTD, Perf Year, SMA20, SMA50, SMA200, Dividend Yield, Inst Trans, Inst Own, Insider Own, Insider Trans, Target Price, Prev Close, Price Projection, RSI, Short Float, 52W High, 52W Low, Current Ratio, Earnings Date
CSX, CSX Corporation, 45.60B, 64, Services, Railroads, A-, A, C+, F, 12.64, 1.82, 3.82, 3.72, 18.76, 27.9, 41.6, 77.5, 27.5, 8.7, 8.6, 11.31, 7.49, -8.2, -1.7, -21.03, -22.31, -14.2, -21.42, -24.41, 0.2, -17.2, -19.3, 1.8, -4.75, 75.9, 0.1, -81.42, 72.8, 54.8, 32.846715328467155, 45.5, 1.19, -29.57, 21.47, 1.5, Apr 22 AMC
CTAS, Cintas Corporation, 18.23B, 42, Services, Business Services, B-, C, C-, F, 21.03, 1.89, 2.51, 5.53, 0, 0, 0, 46.1, 0, 0, 43.6, -2.4, 13.1, -46.0, -44.9, -42.26, -39.0, -36.21, -38.61, -20.35, -20.3, -35.2, -36.0, 1.5, -1.23, 67.5, 0.4, -0.45, 207.1, 162.6, 27.36777367773678, 33.4, 2.74, -45.81, 7.04, 1.9, Mar 19 AMC
CTL, CenturyLink Inc., 9.83B, 45, Technology, Telecom Services - Domestic, B+, D, C+, F, 5.94, 0, 0.44, 0.7, 5.04, -23.5, -12.2, 55.0, -38.8, -8.1, -219.4, 5.56, 6.9, -3.6, 109.2, -30.32, -31.89, -23.68, -33.38, -28.86, -12.0, -28.1, -29.7, 11.36, 2.92, 80.0, 0.7, 0.93, 13.1, 8.7, 50.57471264367817, 38.4, 9.5, -42.48, 7.84, 0.7, Feb 12 AMC
CTSH, Cognizant Technology Solutions Corporation, 25.94B, 56, Technology, Information Technology Services, A-, B, C-, F, 10.11, 1.69, 1.55, 2.2, 15.69, 11.0, 14.6, 36.6, 17.0, 11.6, -8.4, 8.52, 7.96, 3.8, -35.7, -28.76, -28.47, -26.11, -28.59, -40.29, -9.8, -24.6, -28.0, 1.9, -1.64, 93.6, 0.2, -31.33, 65.4, 42.5, 53.88235294117648, 40.1, 2.23, -40.82, 10.7, 2.6, May 06 AMC
CTVA, Corteva Inc., 17.33B, 51, Basic Materials, Agricultural Chemicals, B-, D+, A-, F, 12.73, 0, 1.25, 0.69, 0, -6.9, -2.4, 38.1, 0, 0, 95.8, 18.6, 12.72, 6.0, 95.8, -23.04, -22.62, -17.45, -24.76, 0, -5.2, -18.0, -19.4, 2.3, 7.33, 82.8, 0.1, 6.53, 31.1, 22.5, 38.22222222222223, 41.5, 1.27, -32.15, 9.13, 1.6, Apr 30 BMO
CTXS, Citrix Systems Inc., 17.16B, 80, Technology, Business Software & Services, C, A-, B+, B, 23.08, 4.39, 5.7, 22.16, 31.97, 22.6, 17.8, 85.0, 104.4, 15.6, 33.7, 15.2, 6.4, 1.0, 60.8, 29.41, 27.63, 49.74, 28.51, 39.07, 14.6, 17.8, 33.0, 0.9, -4.94, 0, 1.0, -9.09, 127.1, 139.1, -8.626887131560029, 64.4, 5.08, -2.65, 57.86, 0.8, Apr 22 AMC
CVS, CVS Health Corporation, 72.25B, 67, Healthcare, Health Care Plans, A-, C+, B+, F, 7.31, 1.85, 0.28, 1.13, 9.28, 2.6, 4.6, 38.2, 10.7, 3.0, 861.4, 6.09, 5.9, 21.8, 387.5, -16.1, -25.28, -9.9, -25.41, 4.96, -4.5, -14.3, -14.5, 3.6, 0.4, 79.9, 0.1, -24.83, 68.6, 58.3, 17.6672384219554, 42.8, 1.47, -28.07, 7.13, 0.9, Feb 12 BMO
CVX, Chevron Corporation, 158.86B, 44, Basic Materials, Major Integrated Oil & Gas, B, C+, D+, F, 18.6, 9.33, 1.13, 0.99, 37.48, 2.1, 2.2, 42.9, 1.9, 1.2, -80.0, 66.99, 5.5, -13.2, -293.7, -22.74, -37.31, -32.21, -36.84, -38.56, 4.1, -18.4, -32.7, 6.78, 0, 68.7, 0.05, -9.21, 97.3, 68.5, 42.043795620437955, 48.6, 1.15, -40.22, 47.52, 1.1, May 01 BMO
CXO, Concho Resources Inc., 9.77B, 43, Basic Materials, Oil & Gas Drilling &amp; Exploration, B+, D+, C-, F, 20.72, 0, 2.13, 0.52, 3.64, -15.4, -21.5, 84.4, -3.9, -2.8, -126.9, 5.58, 6.06, 16.8, -131.9, -32.04, -46.31, -26.02, -46.69, -57.12, 5.2, -26.7, -38.2, 1.7, 0.24, 97.5, 0.9, 0, 80.5, 41.6, 93.50961538461537, 46.2, 3.95, -62.52, 40.9, 0.9, Feb 18 AMC
D, Dominion Energy Inc., 59.05B, 55, Utilities, Electric Utilities, B-, B-, B-, F, 15.34, 9.05, 3.56, 1.98, 0, 8.1, 15.2, 99.5, 4.9, 1.3, -56.5, 5.46, 4.88, 33.1, 16.4, -20.18, -13.3, -11.14, -14.2, -7.67, -4.7, -12.4, -11.2, 5.29, 2.96, 70.7, 0.2, -0.77, 85.3, 69.9, 22.03147353361944, 45.7, 1.43, -21.82, 22.96, 0.6, Feb 11 BMO
DAL, Delta Air Lines Inc., 15.57B, 71, Services, Major Airlines, A+, B+, B+, F, 3.68, 0.75, 0.33, 0.95, 2.66, 10.1, 14.1, 55.0, 33.3, 7.6, 28.7, 1327.08, 4.15, 6.5, 14.6, -53.24, -61.59, -58.27, -61.22, -60.21, -30.3, -51.1, -58.7, 0, -2.32, 88.9, 0.3, 84.05, 53.0, 23.8, 122.68907563025209, 30.1, 4.81, -64.25, 18.74, 0.4, Apr 08 BMO
DE, Deere & Company, 45.00B, 61, Industrial Goods, Farm & Construction Machinery, A-, B-, B-, F, 13.05, 1.87, 1.16, 3.66, 18.03, 8.4, 13.8, 27.7, 27.5, 4.5, 5.9, 19.75, 7.45, -4.5, 5.5, -14.53, -21.19, -14.62, -19.55, -14.69, 3.6, -9.0, -14.6, 2.1, -1.0, 80.4, 0.3, -14.34, 179.8, 133.6, 34.580838323353305, 49.9, 1.31, -23.41, 31.32, 0, Feb 21 BMO
DFS, Discover Financial Services, 10.31B, 69, Financial, Credit Services, A+, B+, B, F, 3.28, 0.34, 0.86, 0.85, 1.92, 24.2, 52.0, 0, 26.4, 2.6, 16.6, 7.81, 10.15, 4.5, 11.8, -53.53, -63.67, -59.65, -63.46, -58.11, -25.1, -49.3, -59.7, 5.68, 1.42, 91.4, 0.5, 0.59, 75.6, 31.5, 140.0, 33.7, 1.84, -66.67, 33.29, 0, Apr 23 AMC
DG, Dollar General Corporation, 40.46B, 71, Services, Discount Variety Stores, B, B-, B+, C-, 19.33, 2.28, 1.46, 6.04, 35.95, 6.2, 8.3, 30.6, 25.7, 7.7, 12.0, 11.02, 10.55, 7.6, 17.0, -0.29, 2.02, 1.32, 2.38, 35.14, 7.6, 3.6, 5.1, 0.9, -0.79, 95.9, 0.2, 0, 137.0, 153.1, -10.516002612671453, 58.4, 1.69, -4.62, 37.49, 1.1, Mar 12 BMO
DGX, Quest Diagnostics Incorporated, 11.07B, 61, Healthcare, Medical Laboratories & Research, B+, B, B, F, 11.16, 2.63, 1.43, 1.8, 19.87, 11.1, 15.9, 35.3, 15.5, 7.0, 18.7, 5.57, 4.8, 4.7, 102.8, -32.93, -26.75, -26.48, -27.47, -14.49, -13.1, -24.3, -24.9, 2.8, 0.42, 93.0, 0.4, -43.46, 108.2, 78.7, 37.484116899618805, 34.8, 4.2, -34.69, 5.79, 1.3, Apr 30 BMO
DHI, D.R. Horton Inc., 12.72B, 64, Industrial Goods, Residential Construction, A, B-, B, F, 6.02, 0.6, 0.7, 1.17, 15.66, 9.7, 12.6, 22.6, 18.0, 11.3, 4.8, 5.21, 11.5, 14.3, 52.9, -44.33, -37.99, -36.58, -38.2, -22.18, -15.0, -36.0, -35.5, 2.1, -0.72, 87.2, 6.7, -0.31, 59.2, 32.6, 81.59509202453988, 34.8, 2.07, -47.87, 27.79, 0, Apr 28 BMO
DHR, Danaher Corporation, 95.13B, 63, Industrial Goods, Diversified Machinery, B-, B, B, D-, 22.14, 3.7, 5.31, 3.41, 34.11, 16.4, 18.2, 55.7, 9.8, 5.1, -2.2, 13.81, 11.28, 12.6, 36.2, -12.53, -12.04, -0.5, -11.11, 4.17, 1.2, -8.9, -5.9, 0.5, -1.72, 82.6, 1.2, -4.61, 170.1, 128.7, 32.16783216783218, 47.9, 0.89, -19.36, 14.07, 5.2, Apr 30 BMO
DIS, The Walt Disney Company, 191.35B, 51, Services, Entertainment - Diversified, C+, B, C+, F, 16.88, 2.86, 2.55, 1.95, 0, 13.8, 18.3, 38.7, 11.6, 5.1, -13.6, 27.45, 5.71, 36.3, -36.1, -18.64, -34.57, -24.91, -32.95, -13.82, -2.0, -19.8, -28.1, 1.8, 0.07, 66.5, 0.1, -4.3, 145.3, 94.9, 53.10853530031613, 42.9, 1.6, -36.79, 22.64, 0.8, May 05 AMC
DISCA, Discovery Inc., 9.99B, 71, Services, CATV Systems, A+, B+, A-, F, 4.61, 0.36, 0.9, 1.0, 3.21, 13.7, 26.7, 66.3, 16.2, 4.6, 236.6, 16.26, 17.85, 2.3, 78.1, -29.54, -42.02, -29.32, -42.94, -32.97, -12.9, -28.3, -35.3, 0, 1.35, 0, 2.8, -32.44, 30.6, 19.4, 57.73195876288661, 35.5, 7.73, -44.5, 9.11, 1.6, Feb 27 BMO
DISH, DISH Network Corporation, 10.55B, 50, Services, CATV Systems, B+, B-, D+, F, 10.55, 0, 0.82, 0.82, 5.07, 10.9, 14.7, 29.8, 14.0, 4.3, -12.8, -19.37, -14.68, -2.0, 9.9, -44.02, -46.94, -42.19, -46.55, -42.19, -13.7, -39.2, -44.7, 0, 1.0, 85.3, 3.2, -0.16, 42.4, 18.7, 126.7379679144385, 36.5, 6.07, -57.37, 10.94, 0.9, Feb 19 BMO
DLPH, Delphi Technologies PLC, 658.84M, 39, Consumer Goods, Auto Parts, B-, C, D+, F, 3.04, 10.09, 0.15, 1.91, 0, 0.4, 3.2, 14.5, 4.9, 0.4, -95.2, 20.35, 3.79, -9.8, -131.0, -49.68, -46.73, -42.95, -45.44, -68.38, -28.9, -43.8, -49.8, 0, -2.24, 97.98, 0.1, 0, 26.0, 7.0, 271.42857142857144, 34.1, 7.12, -73.9, 29.87, 1.3, Feb 13 BMO
DLR, Digital Realty Trust Inc., 35.34B, 66, Financial, REIT - Office, D+, B, A-, C, 85.56, 3.45, 11.01, 3.34, 61.58, 15.4, 19.4, 62.8, 5.8, 2.1, 94.6, 30.85, 16.66, 1.2, 895.0, 0.02, 14.42, 5.76, 12.75, 10.97, 3.9, 4.6, 9.0, 3.3, 5.71, 90.6, 0.3, -22.13, 136.3, 134.4, 1.4136904761904803, 53.4, 10.13, -5.99, 28.58, 0, Feb 13 AMC
DLTR, Dollar Tree Inc., 16.92B, 62, Services, Discount Variety Stores, A-, C+, B+, F, 12.7, 2.08, 0.72, 2.66, 9.06, 3.5, 5.3, 29.8, 13.8, 4.2, 151.9, 10.08, 9.75, 1.8, 105.3, -10.71, -24.87, -37.68, -25.08, -32.71, -7.7, -15.3, -28.6, 0, -0.03, 96.3, 1.0, -2.84, 92.2, 72.9, 26.47462277091906, 41.8, 2.22, -41.14, 17.04, 1.2, Mar 04 BMO
DO, Diamond Offshore Drilling Inc., 276.65M, 34, Basic Materials, Oil & Gas Drilling &amp; Exploration, C+, D-, C+, F, 0, 0, 0.28, 0.08, 0, -36.4, -28.8, 14.5, -10.6, -6.0, -70.7, 4.0, -10.1, 18.9, 25.0, -34.32, -75.78, -65.37, -75.24, -83.99, -20.9, -46.0, -69.5, 0, 2.0, 0, 0.3, -0.85, 3.3, 1.5, 120.0, 39.8, 22.71, -85.92, 45.9, 1.6, May 11 BMO
DOV, Dover Corporation, 12.09B, 60, Industrial Goods, Diversified Machinery, B+, B, B, F, 12.49, 2.03, 1.69, 3.85, 25.38, 9.5, 13.3, 36.9, 22.9, 7.8, 19.5, 7.53, 8.6, -1.8, 9.5, -27.19, -31.03, -14.34, -30.07, -16.05, -3.7, -21.4, -21.4, 2.4, -1.35, 88.3, 0.5, -4.95, 115.9, 79.9, 45.056320400500624, 43.0, 1.92, -32.98, 28.04, 1.5, Apr 30 BMO
DRE, Duke Realty Corporation, 11.04B, 53, Financial, REIT - Industrial, D+, A-, B-, F, 51.69, 4.26, 11.34, 2.2, 93.81, 43.9, 53.5, 66.2, 8.9, 5.2, 11.5, 9.42, 6.0, -14.9, 34.0, -16.05, -12.63, -11.1, -13.38, -2.72, -0.5, -11.7, -11.2, 3.1, 1.16, 98.2, 0.2, -4.28, 37.4, 30.1, 24.25249169435215, 46.4, 1.88, -22.76, 19.21, 0, Apr 29 AMC
DRI, Darden Restaurants Inc., 5.97B, 44, Services, Restaurants, B-, C-, C+, F, 14.84, 0, 0.68, 2.38, 0, 0, 0, 21.7, 0, 0, 37.7, 16.41, -3.88, 4.2, -77.7, -53.39, -60.53, -61.76, -59.35, -62.59, -23.8, -51.9, -60.1, 0, 0.67, 95.1, 0.26, -0.11, 72.0, 46.0, 56.52173913043478, 33.8, 4.48, -65.49, 69.45, 0.3, Mar 19 BMO
DTE, DTE Energy Company, 17.25B, 54, Utilities, Electric Utilities, B+, C+, C+, F, 12.62, 2.36, 1.36, 1.46, 10.24, 9.2, 13.5, 0, 10.8, 3.0, 0.2, 6.56, 6.0, -16.1, 32.5, -25.26, -30.71, -32.05, -31.34, -27.78, -5.4, -22.9, -28.8, 4.5, 4.54, 75.6, 0.2, -2.96, 130.9, 88.0, 48.75000000000001, 41.7, 2.27, -34.27, 25.22, 0.8, May 06 BMO
DUK, Duke Energy Corporation, 58.94B, 59, Utilities, Electric Utilities, B-, B, B, F, 14.53, 3.78, 2.35, 1.3, 0, 14.8, 22.8, 70.3, 8.3, 2.4, 35.2, 4.69, 4.12, -0.2, 39.0, -21.9, -12.12, -16.18, -12.96, -10.65, -3.4, -13.3, -13.0, 4.7, 6.74, 65.5, 0.1, -5.71, 101.6, 77.5, 31.09677419354838, 45.8, 5.21, -23.51, 27.78, 0.6, Feb 13 BMO
DVA, DaVita Inc., 8.91B, 79, Healthcare, Specialized Health Services, A, B-, B+, C-, 10.56, 0.8, 0.78, 4.26, 5.15, 7.1, 14.1, 30.5, 26.2, 4.2, 28.3, 9.33, 18.54, 2.7, 93.4, -14.99, -6.58, 26.44, -6.3, 27.19, -4.4, -10.9, 5.0, 0, -7.04, 96.4, 0.3, -9.55, 85.9, 72.6, 18.319559228650153, 43.9, 5.39, -22.02, 61.98, 1.6, May 11 AMC
DVN, Devon Energy Corporation, 3.49B, 39, Basic Materials, Independent Oil & Gas, B-, C, D, F, 0, 0, 0.56, 0.51, 1.84, -5.8, 2.3, 80.8, -5.3, -2.3, -118.7, 62.1, 0, -58.4, -103.8, -52.09, -69.79, -64.64, -70.0, -74.63, -1.1, -50.7, -64.7, 5.65, -6.65, 85.1, 0.4, 0.96, 16.5, 6.7, 146.26865671641792, 39.3, 4.27, -77.99, 65.74, 2.0, Feb 18 AMC
EA, Electronic Arts Inc., 30.82B, 75, Technology, Multimedia & Graphics Software, B+, A, B-, D, 20.71, 1.18, 5.72, 4.13, 17.48, 52.5, 23.0, 74.5, 43.2, 28.0, -18.7, 5.71, 9.15, 23.6, 36.6, -8.53, -4.7, 8.53, -4.86, 2.14, 5.7, -1.6, 3.0, 0, -2.05, 95.1, 0.2, -29.68, 119.3, 97.5, 22.358974358974358, 53.7, 2.45, -10.37, 19.37, 2.8, Apr 30 AMC
EBAY, eBay Inc., 23.22B, 65, Services, Specialty Retail Other, A-, B+, B, F, 8.66, 1.31, 2.15, 8.2, 11.13, 16.5, 21.5, 76.8, 46.2, 8.9, 0.5, 11.84, 10.61, -1.9, 116.8, -24.16, -19.59, -23.53, -19.16, -23.16, -7.8, -15.4, -21.4, 2.1, 1.56, 94.7, 4.3, -0.57, 38.7, 28.7, 34.84320557491291, 40.0, 6.22, -30.5, 12.18, 1.2, Apr 28 AMC
ECL, Ecolab Inc., 45.18B, 53, Basic Materials, Specialty Chemicals, B-, B, C+, F, 23.14, 2.63, 3.03, 5.05, 42.41, 10.5, 13.4, 41.5, 18.5, 7.5, 1.8, 11.5, 10.89, 1.7, -7.0, -25.54, -20.01, -20.68, -21.16, -16.14, -7.9, -18.3, -20.9, 1.2, 0.13, 88.4, 0.5, -18.59, 181.8, 146.7, 23.926380368098176, 42.6, 1.29, -27.97, 22.12, 1.3, Feb 18 BMO
ED, Consolidated Edison Inc., 25.68B, 55, Utilities, Electric Utilities, B+, B, C-, F, 17.23, 8.02, 2.04, 1.45, 11.67, 10.7, 21.3, 80.7, 7.6, 2.4, -10.4, 3.83, 2.41, 0.1, -15.5, -10.32, -11.17, -14.83, -12.76, -6.53, -2.9, -9.5, -10.9, 3.8, 0.11, 63.2, 0.2, 0.26, 86.6, 77.6, 11.597938144329897, 47.0, 2.06, -17.0, 27.24, 0.7, Feb 20 AMC
EFX, Equifax Inc., 13.49B, 37, Financial, Credit Services, C+, D+, C-, F, 17.23, 0, 3.84, 5.14, 0, -11.4, -9.6, 56.6, -15.6, -5.3, -233.6, 12.24, 6.18, 8.4, -64.1, -32.89, -23.23, -18.68, -21.99, -10.65, -14.8, -24.2, -22.5, 1.4, -0.41, 95.9, 0.4, -5.35, 163.6, 113.4, 44.26807760141092, 35.5, 2.69, -33.66, 6.12, 0.9, Feb 12 AMC
EIX, Edison International, 19.49B, 55, Utilities, Electric Utilities, B-, B, B, F, 11.09, 4.24, 1.58, 1.4, 0, 10.4, 14.4, 60.8, 10.8, 2.1, 368.6, 3.13, 3.2, -1.3, 108.8, -26.55, -30.72, -30.81, -31.67, -18.79, -5.7, -23.3, -26.7, 4.9, 4.4, 94.2, 0.06, 0, 76.2, 51.2, 48.828125, 40.5, 1.57, -34.71, 18.11, 0.6, Feb 27 AMC
EL, The Estee Lauder Companies Inc., 57.75B, 54, Consumer Goods, Personal Products, C, B+, B, F, 25.0, 3.29, 3.64, 11.75, 51.84, 11.8, 12.2, 77.3, 41.2, 12.5, 18.3, 16.76, 8.95, 15.5, -3.0, -22.85, -27.66, -22.3, -27.76, -9.17, -9.4, -20.2, -22.3, 1.2, -0.71, 92.1, 0.3, -18.5, 187.9, 153.3, 22.57012393998695, 39.5, 2.13, -32.31, 8.9, 1.7, May 07 BMO
EMN, Eastman Chemical Company, 6.36B, 58, Basic Materials, Chemicals - Major Diversified, A, B-, C+, F, 6.01, 1.15, 0.69, 1.04, 8.65, 8.2, 12.1, 24.1, 12.8, 4.7, -26.1, 12.91, 7.21, -7.2, 166.1, -27.87, -42.32, -35.26, -42.75, -43.91, -1.1, -25.3, -36.1, 5.82, 1.24, 85.6, 0.4, -0.18, 67.5, 45.5, 48.35164835164835, 41.0, 1.28, -47.34, 31.77, 1.9, Apr 30 AMC
EMR, Emerson Electric Co., 31.27B, 57, Industrial Goods, Industrial Electrical Equipment, B, B+, C+, F, 12.72, 2.72, 1.7, 3.46, 23.25, 11.8, 15.6, 42.6, 25.5, 10.3, 17.2, 9.68, 5.01, 0.1, -8.7, -28.41, -38.4, -24.83, -37.41, -32.56, -1.5, -23.6, -28.5, 4.1, 2.07, 75.0, 0.5, -1.77, 69.8, 45.7, 52.73522975929976, 44.0, 1.56, -39.1, 26.44, 1.1, May 05 BMO
EOG, EOG Resources Inc., 24.48B, 49, Basic Materials, Independent Oil & Gas, B+, B, D, F, 28.22, 0, 1.42, 1.02, 3.35, 15.8, 21.4, 53.7, 13.1, 7.5, -18.8, 8.82, -4.74, -6.5, -28.6, -40.23, -54.48, -45.13, -54.27, -59.22, 1.1, -34.8, -48.1, 3.9, 1.11, 89.5, 0.3, -0.04, 65.3, 34.6, 88.72832369942195, 41.4, 1.97, -64.5, 41.85, 1.2, Feb 27 AMC
EQIX, Equinix Inc. (REIT), 53.41B, 65, Financial, REIT - Diversified, D, B-, A, C, 66.53, 4.68, 9.6, 6.04, 0, 9.1, 20.1, 49.3, 5.8, 2.2, 33.9, 19.43, 22.3, 8.2, 13.5, -3.0, 8.08, 11.51, 7.27, 35.53, 8.1, 4.1, 11.2, 1.7, 0.25, 97.9, 0.2, -24.89, 665.1, 595.4, 11.706415854887478, 55.2, 1.5, -4.7, 42.07, 1.3, Feb 12 AMC
EQR, Equity Residential, 20.25B, 60, Financial, REIT - Residential, C+, A-, B+, F, 35.64, 3.45, 7.5, 1.97, 32.62, 35.8, 50.2, 66.4, 9.5, 4.6, 46.7, 7.51, 6.1, 4.8, 146.5, -32.65, -31.59, -36.62, -32.56, -27.62, -15.8, -28.0, -32.7, 4.4, -2.15, 95.0, 0.1, -44.26, 80.6, 57.7, 39.688041594454056, 35.3, 1.26, -39.06, 9.98, 0, Apr 28 AMC
ES, Eversource Energy, 25.45B, 55, Utilities, Diversified Utilities, C+, B-, C+, D-, 20.37, 4.93, 2.99, 2.04, 0, 10.7, 18.7, 0, 7.5, 2.3, -13.8, 6.57, 5.73, 1.2, 2.9, -19.54, -4.73, -6.08, -6.79, 12.45, -3.0, -10.0, -4.5, 2.8, 2.19, 85.7, 0.3, -4.63, 91.6, 75.9, 20.6851119894598, 47.4, 2.76, -20.25, 30.65, 0.7, Feb 20 BMO
ESS, Essex Property Trust Inc., 12.85B, 56, Financial, REIT - Residential, C+, B+, B, F, 31.2, 3.7, 8.8, 2.07, 37.69, 30.1, 33.2, 72.8, 7.1, 3.4, 12.8, 10.39, 7.9, 6.3, 9.1, -35.79, -34.8, -40.33, -35.36, -32.96, -17.5, -30.9, -36.1, 4.2, -0.94, 99.4, 0.1, -45.13, 309.5, 200.3, 54.518222666000995, 34.3, 1.86, -41.8, 10.61, 0, Apr 29 AMC
ETFC, E*TRADE Financial Corporation, 7.97B, 56, Financial, Investment Brokerage - National, B+, A-, D+, F, 10.35, 0, 2.54, 1.31, 3.11, 29.1, 41.9, 87.5, 15.2, 1.5, -1.0, -0.87, -4.26, -6.6, -28.3, -25.53, -25.69, -2.7, -24.51, -28.69, 0.4, -16.5, -20.5, 1.6, -0.68, 96.3, 0.4, -3.59, 44.0, 31.9, 37.931034482758626, 47.2, 4.45, -40.23, 32.96, 0, Apr 23 AMC
ETN, Eaton Corporation plc, 31.78B, 55, Industrial Goods, Diversified Machinery, B+, B-, C, F, 12.13, 2.11, 1.49, 1.89, 19.11, 10.3, 13.2, 33.0, 13.7, 6.9, 7.0, 10.96, 6.65, -4.0, -25.5, -25.0, -23.24, -5.36, -22.31, -11.2, -4.7, -18.6, -15.2, 3.9, -0.06, 83.2, 0.2, -18.54, 101.5, 73.1, 38.85088919288647, 43.9, 1.58, -30.43, 30.44, 1.7, May 05 BMO
ETR, Entergy Corporation, 17.50B, 60, Utilities, Electric Utilities, B+, B, B, F, 14.78, 0, 1.61, 1.72, 8.85, 11.4, 12.8, 87.2, 12.7, 2.5, 36.1, 7.32, -1.5, -2.0, 619.8, -31.29, -25.21, -24.26, -26.38, -6.22, -10.3, -24.6, -22.9, 4.2, 0.06, 88.7, 0.3, -36.34, 130.4, 85.5, 52.51461988304095, 39.8, 1.49, -34.93, 17.3, 0.5, Feb 19 BMO
EW, Edwards Lifesciences Corporation, 38.58B, 62, Healthcare, Medical Appliances & Equipment, C, A-, A-, F, 26.57, 3.18, 8.87, 9.31, 41.7, 24.1, 26.4, 74.4, 28.1, 17.8, 43.2, 12.54, 11.77, 20.1, 433.0, -14.96, -20.49, -14.17, -20.76, -3.07, -0.8, -12.2, -15.5, 0, 0.64, 86.9, 0.1, -58.55, 261.1, 172.6, 51.274623406720764, 46.4, 1.13, -25.35, 19.63, 3.3, Apr 30 AMC
EXC, Exelon Corporation, 34.81B, 53, Utilities, Diversified Utilities, B-, B-, B-, F, 11.59, 0, 1.01, 1.05, 0, 8.5, 12.7, 55.0, 9.2, 2.4, 45.7, -4.47, -2.3, -5.3, 420.9, -25.93, -23.66, -27.17, -23.93, -30.56, -4.9, -19.9, -24.0, 4.4, 0.37, 81.7, 0.2, 0, 52.8, 33.4, 58.08383233532935, 43.1, 1.27, -32.24, 18.44, 0.8, Feb 11 BMO
EXPD, Expeditors International of Washington Inc., 11.39B, 56, Services, Air Delivery & Freight Services, B, B, C-, F, 18.06, 3.58, 1.39, 5.25, 17.81, 7.2, 9.4, 32.2, 27.5, 16.1, -5.4, 11.98, 5.58, -8.5, -28.8, -7.43, -13.59, -4.59, -13.23, -12.96, 5.6, -2.7, -7.5, 1.4, -3.4, 97.2, 0.2, -38.81, 74.5, 65.4, 13.914373088685005, 53.4, 3.7, -17.07, 28.83, 2.4, Feb 18 BMO
EXPE, Expedia Group Inc., 7.19B, 66, Services, Lodging, A-, B-, A-, F, 7.07, 1.76, 0.6, 1.74, 5.09, 4.7, 7.5, 82.1, 13.6, 2.6, 42.0, 101.31, 7.26, 7.3, 360.9, -50.73, -56.88, -63.93, -55.74, -60.79, -25.4, -47.6, -58.6, 2.8, -0.63, 0, 0.4, 2.85, 107.3, 52.0, 106.34615384615384, 29.2, 7.08, -66.76, 17.42, 0.7, Feb 13 AMC
EXR, Extra Space Storage Inc., 12.41B, 59, Financial, REIT - Industrial, C, A-, B-, F, 28.59, 4.93, 9.48, 4.89, 51.32, 32.0, 48.5, 72.1, 17.0, 5.0, 3.9, 4.22, 6.0, 9.2, 13.8, -12.6, -8.37, -16.7, -9.15, -6.1, 2.9, -6.7, -12.3, 3.7, 1.11, 0, 0.9, -23.39, 106.2, 94.0, 12.978723404255321, 50.7, 4.52, -22.9, 31.99, 0, Feb 18 AMC
F, Ford Motor Company, 17.60B, 41, Consumer Goods, Auto Manufacturers - Major, B+, D+, C-, F, 4.93, 144.85, 0.11, 0.52, 2.31, 0.0, 0.3, 7.5, 0.1, 0.0, -96.0, 104.39, 0.97, -5.0, -561.2, -38.42, -53.72, -49.36, -53.12, -52.25, -16.6, -37.5, -49.9, 13.76, -0.3, 56.0, 0.1, -2.18, 7.0, 4.4, 59.09090909090908, 30.7, 3.77, -58.71, 10.1, 1.2, May 05 AMC
FANG, Diamondback Energy Inc., 5.00B, 57, Basic Materials, Independent Oil & Gas, A, B-, C, F, 5.31, 1.18, 1.26, 0.35, 1.91, 6.1, 16.1, 76.9, 1.7, 1.0, -81.8, 13.92, 17.2, 74.7, -221.0, -52.43, -68.65, -65.05, -68.72, -70.94, 9.1, -46.8, -64.9, 5.16, 0.74, 0, 0.2, 6.79, 74.8, 25.0, 199.2, 42.0, 4.96, -74.55, 99.66, 0.7, Feb 18 AMC
FAST, Fastenal Company, 18.33B, 65, Services, Industrial Equipment Wholesale, B-, A-, B, F, 20.35, 1.17, 3.44, 6.58, 187.57, 14.8, 19.8, 47.2, 31.2, 21.1, 6.6, 8.58, 19.0, 3.7, 14.7, -13.75, -17.67, -1.0, -17.05, -6.87, -4.1, -11.8, -9.6, 3.2, -2.3, 85.5, 0.1, -30.86, 35.7, 30.6, 16.66666666666667, 44.3, 4.66, -22.02, 14.73, 4.5, Apr 14 BMO
FB, Facebook Inc., 469.75B, 67, Technology, Internet Information Providers, B+, A-, B-, F, 15.05, 1.32, 6.64, 4.46, 22.15, 26.1, 33.9, 81.9, 20.0, 15.3, -15.1, 20.74, 19.7, 24.6, -7.1, -17.51, -24.59, -9.4, -22.93, -8.85, -2.1, -16.5, -17.9, 0, 0.76, 79.0, 0.66, -16.46, 236.3, 159.6, 48.057644110275696, 43.2, 1.26, -29.44, 15.38, 4.4, Apr 29 AMC
